"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.09890228732203e-147,5.72078396269201,0.378,0.012,7.68219226182738e-143,"11","ME1"
1.80423419986146e-125,3.93684510100919,0.683,0.053,6.60367759491294e-121,"11","GZMK"
4.45488900548398e-86,4.68561957079669,0.256,0.009,1.63053392489719e-81,"11","RORC"
7.83716212089806e-86,4.60678600193108,0.366,0.021,2.8684797078699e-81,"11","SCART1"
3.75841679946024e-82,3.80005445469513,0.817,0.131,1.37561813277044e-77,"11","KLRB1"
5.71116367839685e-78,3.61869016485693,0.402,0.028,2.09034301793003e-73,"11","IL18RAP"
1.54250512273352e-70,3.83836847771956,0.537,0.059,5.64572299971696e-66,"11","COLQ"
0,10.8591910067987,0.937,0.003,0,"12","LINC01478"
0,9.58309765624261,0.937,0.004,0,"12","CLEC4C"
0,8.84986405678313,0.924,0.005,0,"12","COL26A1"
0,8.85656866768388,0.911,0.004,0,"12","LILRA4"
0,8.83665123816205,0.709,0.003,0,"12","PLEKHD1"
0,9.40515271515999,0.62,0.001,0,"12","PTCRA"
0,9.51821171042659,0.468,0.001,0,"12","LINC01226"
0,11.4205024452033,0.443,0,0,"12","AC097375.1"
0,10.5730752439105,0.304,0,0,"12","EPHA2"
0,8.87914604819624,0.304,0.001,0,"12","AR"
1.74619087826724e-106,6.34257358283091,0.25,0.005,6.39123323354593e-102,"13","XCL1"
1.02559673226252e-88,5.62150257712219,0.339,0.012,3.75378659975406e-84,"13","PPP1R9A"
1.79169964768303e-59,4.89403411733011,0.286,0.013,6.55779988048466e-55,"13","KLRC3"
1.13698336109933e-55,4.44880577964016,0.339,0.02,4.16147279995965e-51,"13","KLRC2"
5.6458994063898e-52,4.90914320047561,0.25,0.012,2.06645564173273e-47,"13","SPINK2"
4.48697289481019e-45,4.59653686721971,0.268,0.016,1.64227694922948e-40,"13","ZNF683"
5.3597085618273e-29,3.56867627386898,0.339,0.04,1.96170693071441e-24,"13","XCL2"
2.89146308940999e-26,3.80482703431395,0.411,0.064,1.05830440535495e-21,"13","SOX4"
6.30738696694804e-23,3.61681185287613,0.304,0.04,2.30856670377265e-18,"13","NCAM1"
1.41789137121948e-21,3.61315512154016,0.25,0.029,5.18962420780044e-17,"13","HDGFL3"
1.38757348503222e-318,7.49065032792013,0.442,0.003,5.07865771256644e-314,"14","ENHO"
5.22390171786468e-291,6.08048163270974,0.674,0.01,1.91200026775565e-286,"14","CLEC10A"
3.5220112078923e-233,6.10927966564609,0.465,0.005,1.28909132220066e-228,"14","ST18"
4.5515267772349e-223,6.5630210822007,0.488,0.006,1.66590431573575e-218,"14","FCER1A"
8.34525733313081e-218,5.79770155104147,0.535,0.008,3.05444763649921e-213,"14","DTNA"
7.7260823273473e-160,5.87127703996724,0.419,0.007,2.82782339263239e-155,"14","ZNF366"
5.39229198995367e-139,6.29391758726816,0.442,0.01,1.97363279124294e-134,"14","CD1C"
1.90205766991837e-126,5.80644583859674,0.326,0.005,6.96172127766823e-122,"14","HTR7"
3.38328487880427e-126,5.65221191182871,0.279,0.004,1.23831609849115e-121,"14","UPK3A"
9.98450694077552e-113,5.73569743976163,0.279,0.004,3.65442938539325e-108,"14","MRC1"
1.2873651302128e-08,1.62199238018405,0.9,0.983,0.000471188511309186,"15","RPS29"
4.56236501045016e-07,1.60237392411987,0.833,0.954,0.0166987121747486,"15","TPT1"
2.66734008462554e-06,1.51141877902249,0.8,0.939,0.0976273144373795,"15","RPS21"
2.40027680334923e-05,1.78770406045042,0.733,0.936,0.87852531279385,"15","RPL39"
2.80470181387797e-05,1.50539834199789,0.8,0.945,1,"15","RPL21"
6.51635449834902e-05,2.49294114022906,0.667,0.672,1,"15","S100A9"
8.51953470087928e-05,1.61750392379678,0.733,0.927,1,"15","RPL26"
0.00453095821544222,1.51506386746576,0.033,0.28,1,"15","GAK"
0.00720414334184733,1.44551330872553,0.067,0.324,1,"15","AC119396.1"
0.00930151906804239,1.49591842852791,0.133,0.406,1,"15","MZT2B"
