"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,5.67471826787665,0.97,0.056,0,"0","LRMDA"
0,5.60750627879376,0.991,0.083,0,"0","PLXDC2"
0,4.91616166057202,0.969,0.07,0,"0","SLC8A1"
0,6.40814975898016,0.908,0.031,0,"0","CSF3R"
0,4.94090025981038,0.939,0.073,0,"0","RBM47"
0,4.98595757935905,0.913,0.058,0,"0","IRAK3"
0,4.97070764473495,0.923,0.074,0,"0","DMXL2"
0,5.33903686015338,0.912,0.065,0,"0","LRRK2"
0,4.44822372385834,0.931,0.102,0,"0","GAB2"
0,4.21845548595451,0.897,0.089,0,"0","MCTP1"
0,5.56295229035297,0.949,0.146,0,"0","VCAN"
0,3.58722808993353,0.932,0.134,0,"0","TBXAS1"
0,5.26071543623508,0.87,0.074,0,"0","CD36"
0,4.15193568056087,0.966,0.17,0,"0","FCN1"
0,3.3707610092583,0.936,0.141,0,"0","MARCH1"
0,4.98821094242988,0.842,0.048,0,"0","TNFAIP2"
0,5.08182983536748,0.837,0.054,0,"0","TLR2"
0,4.68895038705959,0.957,0.175,0,"0","NAMPT"
0,3.71883851981371,0.905,0.124,0,"0","CYBB"
0,4.87327074054847,0.865,0.086,0,"0","AC020916.1"
0,2.96781327319157,0.991,0.213,0,"0","LYN"
0,4.34174455675105,0.86,0.087,0,"0","STX11"
0,3.86157284963345,0.848,0.078,0,"0","HCK"
0,4.66107907941519,0.822,0.055,0,"0","CLEC7A"
0,3.3393679782953,0.888,0.123,0,"0","SYK"
0,6.12338424440511,0.783,0.026,0,"0","CREB5"
0,3.72747086759484,0.874,0.119,0,"0","FAM49A"
0,4.5965556899687,0.803,0.052,0,"0","FGD4"
0,4.25392754961029,0.835,0.084,0,"0","GAS7"
0,5.2921248836668,0.822,0.075,0,"0","ACSL1"
0,3.38013935356425,0.862,0.117,0,"0","GRK3"
0,3.74909816096637,0.978,0.243,0,"0","JAK2"
0,6.03399275780059,0.762,0.028,0,"0","DYSF"
0,5.19021389917361,0.778,0.044,0,"0","SLC11A1"
0,5.58835099057662,0.763,0.032,0,"0","WDFY3"
0,3.85296099829938,0.817,0.089,0,"0","EVI5"
0,3.34827404693174,0.916,0.189,0,"0","PTPRE"
0,3.33729671919675,0.965,0.238,0,"0","TYMP"
0,3.24863194483659,0.988,0.264,0,"0","ZEB2"
0,3.83902653924031,0.819,0.098,0,"0","CPPED1"
0,3.55989276254839,0.86,0.14,0,"0","MAML3"
0,4.91067586882222,0.759,0.05,0,"0","KLF4"
0,4.18957841360617,0.772,0.067,0,"0","RAB31"
0,3.99413298033425,0.77,0.066,0,"0","SULF2"
0,3.20601144616933,0.858,0.156,0,"0","RNF130"
0,4.60335570614886,0.745,0.049,0,"0","MS4A6A"
0,3.8161037157569,0.853,0.159,0,"0","MEGF9"
0,4.53169872152688,0.743,0.051,0,"0","KIF13A"
0,3.42900983914444,0.895,0.21,0,"0","ADAMTSL4-AS1"
0,3.10422606284927,0.98,0.299,0,"0","LYST"
0,3.9914934956311,0.754,0.073,0,"0","KYNU"
0,3.06744724975762,0.939,0.259,0,"0","BACH1"
0,3.28327595030725,0.855,0.18,0,"0","MNDA"
0,4.65151257553974,0.714,0.046,0,"0","CLEC12A"
0,3.75764431600265,0.734,0.067,0,"0","DOCK5"
0,3.29735239921853,0.744,0.08,0,"0","ARHGAP24"
0,4.62484764317456,0.71,0.046,0,"0","TNS3"
0,4.99957884316521,0.696,0.032,0,"0","RTN1"
0,2.83652223750217,0.894,0.234,0,"0","TET2"
0,3.22436595199829,0.864,0.204,0,"0","PLCB1"
0,2.79274153773029,0.866,0.207,0,"0","C9orf72"
0,3.16838287463839,0.885,0.227,0,"0","RAB11FIP1"
0,3.53060474820451,0.739,0.083,0,"0","ALOX5"
0,2.66237197217871,0.929,0.277,0,"0","SBF2"
0,3.22660442042546,0.98,0.334,0,"0","DENND1A"
0,4.4035376417295,0.696,0.051,0,"0","ENTPD1"
0,2.87997349116808,0.791,0.147,0,"0","WARS"
0,3.06464843890235,0.79,0.149,0,"0","PSTPIP2"
0,2.23943658340624,0.77,0.13,0,"0","MEF2C"
0,2.93778959480261,0.794,0.154,0,"0","HDAC9"
0,3.77306497217904,0.722,0.086,0,"0","CPVL"
0,2.79699381361928,0.811,0.18,0,"0","NOTCH2"
0,3.7889569084214,0.759,0.128,0,"0","RRP12"
0,2.50461179446129,0.828,0.202,0,"0","UBE2E2"
0,3.99416977013702,0.692,0.072,0,"0","IL15"
0,3.59732533254691,0.732,0.113,0,"0","RGS2"
0,2.95224442035785,0.758,0.139,0,"0","PELI2"
0,2.91892173875874,0.957,0.34,0,"0","VMP1"
0,3.65960383120532,0.688,0.072,0,"0","NCF2"
0,5.34400059648662,0.637,0.021,0,"0","GLT1D1"
0,3.91163055796234,0.703,0.088,0,"0","RIPK2"
0,3.70635230969472,0.695,0.081,0,"0","AP003086.1"
0,2.91777228346162,0.826,0.214,0,"0","NCF1"
0,2.73802901033043,0.921,0.31,0,"0","ZSWIM6"
0,2.56064766328629,0.896,0.285,0,"0","NUMB"
0,3.26486313381113,0.726,0.116,0,"0","TNFSF13B"
0,2.69736087725279,0.822,0.216,0,"0","EXT1"
0,2.05689038250117,0.957,0.354,0,"0","MYO1F"
0,2.80706981871512,0.762,0.16,0,"0","FRY"
0,2.5036401262008,0.938,0.339,0,"0","DLEU2"
0,3.78294506551216,0.694,0.097,0,"0","TMTC2"
0,4.78171675821597,0.626,0.03,0,"0","TFEC"
0,3.7940840008925,0.659,0.064,0,"0","EMILIN2"
0,2.60011949947134,0.928,0.334,0,"0","SCLT1"
0,4.22256364863598,0.643,0.049,0,"0","LRP1"
0,3.92492479567579,0.651,0.057,0,"0","PRAM1"
0,3.46565616047103,0.695,0.104,0,"0","CD83"
0,2.65826727223032,0.807,0.217,0,"0","BAZ2B"
0,2.77558910096438,0.712,0.124,0,"0","FGR"
0,3.20519941609479,0.699,0.111,0,"0","ACER3"
0,2.41351563515313,0.812,0.225,0,"0","ATP11A"
0,2.64287530209013,0.96,0.373,0,"0","ATG7"
0,5.74555501188715,0.617,0.034,0,"0","PID1"
0,2.90995311769658,0.785,0.202,0,"0","ATP2B1-AS1"
0,2.71321509835412,0.948,0.366,0,"0","QKI"
0,2.60217603724802,0.667,0.088,0,"0","TCF7L2"
0,2.72936738545322,0.736,0.159,0,"0","SKAP2"
0,2.42186428164983,0.936,0.362,0,"0","DIAPH2"
0,3.03976188225985,0.692,0.119,0,"0","SRGAP2"
0,3.86039285912351,0.627,0.054,0,"0","SLC31A2"
0,2.40539259975799,0.785,0.214,0,"0","TET3"
0,3.40654664051946,0.653,0.083,0,"0","STK3"
0,2.21306098827365,0.912,0.342,0,"0","CMIP"
0,2.65859060038111,0.74,0.17,0,"0","RAPGEF2"
0,2.52431371793299,0.85,0.284,0,"0","TRPS1"
0,3.83242307236901,0.623,0.057,0,"0","SESTD1"
0,3.21287424478709,0.667,0.106,0,"0","PLSCR1"
0,4.79301219870449,0.593,0.033,0,"0","OSCAR"
0,2.44609077646772,0.946,0.39,0,"0","SIPA1L1"
0,2.23358243841992,0.922,0.368,0,"0","SLCO3A1"
0,3.49882678997547,0.988,0.436,0,"0","SAT1"
0,2.69471783338858,0.64,0.09,0,"0","SPI1"
0,5.23336710321498,0.586,0.037,0,"0","PLAUR"
0,2.47042433421403,0.669,0.121,0,"0","CTBP2"
0,3.06592275184206,0.994,0.447,0,"0","ARHGAP26"
0,3.76555456946414,0.596,0.054,0,"0","MYOF"
0,2.56887015246337,0.669,0.128,0,"0","CCDC88A"
0,3.52719896469834,0.616,0.075,0,"0","SCO2"
0,3.16141440618139,0.634,0.095,0,"0","DUSP6"
0,2.37628025517014,0.937,0.401,0,"0","FNDC3B"
0,5.18032618840427,0.562,0.027,0,"0","RIN2"
0,2.20846179091591,0.961,0.428,0,"0","ETV6"
0,6.40915382923051,0.541,0.01,0,"0","TREM1"
0,3.3154909405894,0.604,0.073,0,"0","PILRA"
0,2.53609417376984,0.647,0.117,0,"0","TRIO"
0,3.09926613613024,0.68,0.153,0,"0","AHR"
0,2.91027011347818,0.642,0.115,0,"0","SNX10"
0,3.11122035511114,0.628,0.101,0,"0","CPNE8"
0,2.91428744437127,0.623,0.101,0,"0","PAK1"
0,2.40445803300055,0.928,0.407,0,"0","PARP14"
0,3.16435739110458,0.593,0.074,0,"0","TMEM176B"
0,2.34168246018431,0.902,0.387,0,"0","GPCPD1"
0,4.41629312658652,0.552,0.04,0,"0","ATF3"
0,3.66204638888429,0.573,0.062,0,"0","MICAL2"
0,2.57992210108862,0.996,0.486,0,"0","AOAH"
0,5.09256112957386,0.532,0.024,0,"0","NLRP3"
0,4.93989593472212,0.534,0.028,0,"0","TMEM170B"
0,4.10387960720529,0.546,0.041,0,"0","EPB41L3"
0,3.91455807521092,0.549,0.045,0,"0","CHST15"
0,3.87031529087278,0.554,0.05,0,"0","SLC43A2"
0,4.42849268715858,0.535,0.032,0,"0","CSF2RA"
0,2.99023066698958,0.599,0.097,0,"0","KSR1"
0,2.88161137206501,0.57,0.07,0,"0","ITGAX"
0,2.43072596616797,0.902,0.404,0,"0","FOSB"
0,3.56203943343651,0.568,0.07,0,"0","BCL6"
0,3.76429327476696,0.538,0.046,0,"0","CD86"
0,3.04065556646603,0.569,0.077,0,"0","FGD2"
0,2.05038822557317,0.942,0.452,0,"0","GNAQ"
0,6.08164649605023,0.486,0.01,0,"0","LINC00937"
0,3.64444090263497,0.533,0.065,0,"0","CCDC200"
0,6.91706342536305,0.475,0.007,0,"0","FCAR"
0,3.61632536102003,0.512,0.049,0,"0","LILRB3"
0,5.28279045797746,0.482,0.02,0,"0","SLC22A15"
0,3.27974652854446,0.519,0.058,0,"0","RXRA"
0,3.46344963522744,0.518,0.062,0,"0","ZFHX3"
0,3.03296829750664,0.511,0.057,0,"0","TBC1D9"
0,4.97361646793893,0.474,0.021,0,"0","PTAFR"
0,4.40990812261894,0.488,0.035,0,"0","LPCAT2"
0,4.07313259054934,0.49,0.038,0,"0","S100Z"
0,5.97421746370907,0.458,0.012,0,"0","LPAR1"
0,3.89594852438385,0.488,0.043,0,"0","APOBEC3A"
0,5.00284773208953,0.468,0.024,0,"0","SIRPB2"
0,4.04032502070584,0.486,0.042,0,"0","GK"
0,4.96489008298246,0.471,0.028,0,"0","LINC00877"
0,2.31926565538575,0.939,0.496,0,"0","ADGRE5"
0,4.05500123854202,0.486,0.044,0,"0","C5AR1"
0,3.0019830395266,0.937,0.496,0,"0","LYZ"
0,4.12496686650491,0.47,0.033,0,"0","NFAM1"
0,7.25139856896875,0.438,0.005,0,"0","VCAN-AS1"
0,4.88052333271398,0.453,0.023,0,"0","CLMN"
0,3.71754291011881,0.472,0.044,0,"0","FCGR2A"
0,3.81589263299537,0.459,0.04,0,"0","ADAP2"
0,5.6152921589767,0.43,0.013,0,"0","SLC24A4"
0,2.04109533216538,0.971,0.554,0,"0","PICALM"
0,3.87879230958599,0.455,0.039,0,"0","ADGRE2"
0,4.56428802943683,0.444,0.028,0,"0","CD300E"
0,1.95890364865391,0.948,0.536,0,"0","CTSS"
0,4.09150591434308,0.442,0.032,0,"0","SLC8A1-AS1"
0,5.5103173809946,0.413,0.012,0,"0","ARHGEF10L"
0,2.07285462618172,0.99,0.593,0,"0","FOS"
0,5.13999711677947,0.416,0.02,0,"0","AL034397.3"
0,6.64302023981047,0.403,0.008,0,"0","FAM198B-AS1"
0,4.0745712383229,0.423,0.029,0,"0","SHTN1"
0,4.92567196143414,0.41,0.023,0,"0","ARHGEF40"
0,4.53483245669245,0.402,0.026,0,"0","PLA2G4A"
0,5.81406031559565,0.38,0.009,0,"0","NLRP12"
0,1.72138699763961,0.973,0.644,0,"0","MED13L"
0,2.97463294623591,0.998,0.691,0,"0","NEAT1"
0,1.91727245905233,0.987,0.711,0,"0","USP15"
0,2.88649031709564,0.999,0.772,0,"0","DPYD"
0,1.87918795940302,0.994,0.796,0,"0","DOCK8"
4.94065645841247e-323,4.85141242174665,0.366,0.017,1.80832967034355e-318,"0","ST3GAL6"
8.89318162514244e-323,3.88351968853484,0.459,0.045,3.25499340661838e-318,"0","PLBD1"
1.58101006669199e-322,2.80016543760323,0.898,0.438,5.78665494509935e-318,"0","ANXA1"
4.34777768340297e-322,1.89647248844949,0.955,0.488,1.59133010990232e-317,"0","DUSP1"
5.63234836259021e-322,1.83765234699132,0.953,0.548,2.06149582419164e-317,"0","COP1"
1.0444547753084e-320,1.95196733544796,0.979,0.658,3.82280892310626e-316,"0","SRGN"
1.59780829865059e-320,3.27370221371243,0.486,0.053,5.84813815389103e-316,"0","LRRK1"
1.41470757030183e-319,3.03658426320779,0.582,0.093,5.17797117806171e-315,"0","CEBPD"
2.78855647492742e-315,3.77537032764539,0.482,0.056,1.02063955538818e-310,"0","FRMD4B"
1.10337081485413e-313,2.4333880532278,0.788,0.232,4.03844751944761e-309,"0","FOXO3"
2.31549967792711e-311,2.34599868809534,0.785,0.223,8.47496037118103e-307,"0","SPTLC2"
2.18096380605248e-307,3.25101620899089,0.464,0.048,7.98254562653269e-303,"0","LILRB2"
2.22717780187077e-307,2.16497687818834,0.892,0.388,8.1516934726272e-303,"0","ASAP1"
8.74987099221751e-307,2.30153760467425,0.824,0.282,3.20254028186153e-302,"0","FBXL5"
8.62581961573673e-304,4.09780817463978,0.403,0.032,3.1571362375558e-299,"0","SORT1"
1.05860951580077e-303,2.31499253924621,0.826,0.291,3.87461668878239e-299,"0","EPSTI1"
1.18046860986032e-303,2.27343631650199,0.851,0.309,4.32063315894975e-299,"0","WDFY2"
7.92830126321608e-303,3.29469720286617,0.438,0.041,2.90183754534972e-298,"0","ATP8B4"
1.18293109164843e-302,3.06924456944415,0.599,0.113,4.32964608854243e-298,"0","MXD1"
4.94403537939943e-302,3.72683047232076,0.408,0.033,1.80956638921398e-297,"0","RASSF4"
2.63191326195435e-301,2.55348149834015,0.649,0.133,9.63306573007913e-297,"0","AGO4"
3.53294821806809e-301,2.73918846951699,0.642,0.136,1.2930943772951e-296,"0","MYADM"
4.19163787748232e-299,2.23571511544056,0.787,0.235,1.53418137953731e-294,"0","JAML"
6.96500498565996e-299,2.50146908199372,0.704,0.171,2.5492614748014e-294,"0","TOM1"
4.014740915701e-298,2.99846455625597,0.56,0.093,1.46943532255572e-293,"0","RASGEF1B"
4.93781921720258e-298,2.1383208515799,0.92,0.43,1.80729121168832e-293,"0","ATP2B1"
9.74803382122173e-298,4.38299609281953,0.366,0.022,3.56787785890537e-293,"0","ARHGEF11"
3.31894366376071e-297,1.94363999708382,0.923,0.418,1.21476657037306e-292,"0","CUX1"
5.10060062464454e-297,1.66650793624879,0.981,0.677,1.86687083462615e-292,"0","JMJD1C"
7.48614138635991e-297,4.25228055230843,0.391,0.031,2.74000260882159e-292,"0","DGKG"
1.38462916942436e-296,1.87823871302574,0.931,0.442,5.06788122301009e-292,"0","AGTPBP1"
1.98817026679609e-296,1.47489355286325,0.984,0.765,7.27690199350037e-292,"0","STK17B"
2.30793351108566e-296,2.05064456907835,0.912,0.43,8.44726744392464e-292,"0","JARID2"
1.43856146377818e-295,2.23361337282416,0.803,0.253,5.26527881357452e-291,"0","USP32"
9.46867712933513e-295,2.67567199040499,0.628,0.127,3.46563051610795e-290,"0","IPMK"
9.74787437414656e-295,3.20900610066195,0.48,0.06,3.56781949968138e-290,"0","SPECC1"
3.42164398631368e-294,2.87061433547401,0.561,0.095,1.25235591543067e-289,"0","AC007952.4"
4.69015603090503e-294,4.67032706819784,0.348,0.019,1.71664400887155e-289,"0","PYGL"
7.41551533864519e-294,6.25517296502341,0.296,0.007,2.71415276909753e-289,"0","SGMS2"
1.15203484908858e-293,2.39269510796311,0.711,0.183,4.21656275114911e-289,"0","MANBA"
1.31547419110426e-293,4.63021350700545,0.349,0.019,4.81476708686071e-289,"0","ANKRD22"
2.15366659439232e-293,2.89159327595008,0.551,0.088,7.88263510213533e-289,"0","NAIP"
8.5631083580934e-292,1.83600360496942,0.962,0.584,3.13418329014577e-287,"0","SIK3"
3.17455012576443e-291,5.85706448695489,0.309,0.01,1.16191709153104e-286,"0","TMEM144"
3.26467610623338e-291,2.84762860272184,0.59,0.112,1.19490410164248e-286,"0","UBE2D1"
9.15929025201675e-291,2.16283307869056,0.83,0.294,3.35239182514065e-286,"0","ZFP36"
1.47150454615404e-289,4.19499983684521,0.351,0.02,5.38585378937839e-285,"0","IL13RA1"
6.00026398374009e-286,3.17114895836039,0.496,0.07,2.19615662068871e-281,"0","SRGAP2B"
1.22828543316165e-285,3.81157437412389,0.392,0.033,4.49564751391496e-281,"0","CNTLN"
8.28740639745102e-285,3.12962922364731,0.512,0.078,3.03327361553105e-280,"0","GCNT2"
2.73175189297536e-284,3.57486803615258,0.438,0.049,9.99848510347913e-280,"0","RFX2"
4.94877890047518e-284,1.57337059023418,0.976,0.697,1.81130256536292e-279,"0","LRRFIP1"
8.3617975028001e-279,4.69626760194484,0.328,0.017,3.06050150399986e-274,"0","AC066613.2"
1.22646668283834e-278,2.98805760548745,0.506,0.075,4.48899070585663e-274,"0","CD14"
1.86792159918445e-277,3.86756696152581,0.366,0.027,6.83677984517501e-273,"0","HK3"
3.15001488690994e-275,4.130017260187,0.36,0.026,1.15293694875791e-270,"0","FGD6"
8.52624832386224e-275,1.80858317126032,0.893,0.476,3.12069214901682e-270,"0","PSAP"
4.16588693376091e-274,2.57961692955458,0.6,0.122,1.52475627662583e-269,"0","ALPK1"
4.73044454563913e-274,2.47048943403008,0.68,0.177,1.73139000814938e-269,"0","LAP3"
4.16749424795478e-273,3.55200307089505,0.386,0.034,1.52534456969393e-268,"0","AC090559.1"
4.19287621674809e-272,5.54844606180296,0.297,0.011,1.53463462409197e-267,"0","KCNE1"
4.13702730683653e-270,3.65095405114909,0.392,0.037,1.51419336457524e-265,"0","HK2"
9.03046145217658e-270,2.65170179385871,0.55,0.099,3.30523919611115e-265,"0","ZNF516"
1.85815064097421e-268,4.9908424631645,0.301,0.012,6.80101716102971e-264,"0","SIRPA"
3.75385795541029e-267,2.69627355836942,0.587,0.122,1.37394955025972e-262,"0","BMP2K"
4.7915913639316e-266,4.5882359008199,0.315,0.016,1.75377035511261e-261,"0","RAB20"
6.5927041145392e-266,5.84539033232343,0.267,0.006,2.41299563296249e-261,"0","SIGLEC1"
9.37458567725319e-265,2.75934479995087,0.504,0.079,3.43119210373144e-260,"0","TBC1D8"
9.64586722573061e-264,1.95521181996309,0.885,0.432,3.53048386328966e-259,"0","SPIDR"
1.22643650584176e-263,2.35977973048185,0.805,0.282,4.48888025503143e-259,"0","PELI1"
2.49036696390227e-263,2.2571472745745,0.701,0.191,9.1149921245787e-259,"0","TTC7A"
6.34550973116939e-262,1.90806030158619,0.848,0.347,2.32252001670531e-257,"0","IL17RA"
8.72937274564927e-262,2.53284002287092,0.598,0.128,3.19503771863509e-257,"0","ZNF710"
1.22991330819319e-260,2.73325983688001,0.515,0.088,4.50160569931791e-256,"0","KDM1B"
8.55358740643864e-258,1.39271729850855,0.985,0.716,3.13069852663061e-253,"0","PRKCB"
1.99114425193476e-256,2.21006736235402,0.742,0.233,7.28778707650643e-252,"0","MICU1"
2.1830809807128e-256,0.703015810879806,0.994,0.997,7.99029469750694e-252,"0","MT-CO1"
7.82313502275125e-256,2.33349083272509,0.667,0.179,2.86334564967719e-251,"0","PLXNC1"
1.04667136843008e-255,3.32038496181312,0.451,0.065,3.83092187559095e-251,"0","GLUL"
9.18738420759481e-255,2.74875839498422,0.549,0.109,3.36267449382178e-250,"0","RNF24"
1.2037432236279e-254,4.92905650333341,0.287,0.012,4.40582057280047e-250,"0","CLEC4E"
7.60130481106465e-254,2.16278362952027,0.735,0.231,2.78215357389777e-249,"0","HIPK3"
1.62067225348873e-253,3.31892742209733,0.413,0.05,5.9318225149941e-249,"0","DAPK1"
2.22147329496918e-253,3.75209283230456,0.368,0.035,8.1308144069167e-249,"0","ODF3B"
7.2594207044191e-253,2.70125969658309,0.607,0.142,2.65702057202443e-248,"0","GCH1"
3.58119920874127e-252,2.49599032780671,0.566,0.118,1.31075472239139e-247,"0","SPOPL"
4.0326506466251e-252,3.81341721011718,0.357,0.032,1.47599046317125e-247,"0","AL157871.4"
2.09804167224432e-250,2.53770377567953,0.556,0.111,7.67904232458142e-246,"0","RHOQ"
2.16870435198933e-250,2.2997845554728,0.667,0.179,7.93767479871615e-246,"0","ATG16L2"
3.38652384613536e-249,2.07806873165936,0.506,0.085,1.239501592924e-244,"0","IRF8"
6.32420640514268e-249,4.85325269883822,0.273,0.01,2.31472278634627e-244,"0","MS4A4E"
1.1232743621405e-248,3.51781463718209,0.373,0.038,4.11129649287045e-244,"0","ATP6V0A1"
2.8313189958435e-248,3.48660804408946,0.379,0.04,1.03629106566868e-243,"0","NFIL3"
2.86045112404212e-247,4.11399093660235,0.318,0.021,1.04695371591066e-242,"0","TLR4"
4.53157949394437e-247,2.78376186992578,0.497,0.086,1.65860341057858e-242,"0","CTNNA1"
5.41246142624548e-247,1.97266264222294,0.814,0.319,1.98101500662011e-242,"0","DISC1"
3.68240235325197e-246,1.16211143892981,0.99,0.825,1.34779608531375e-241,"0","AKAP13"
3.91871849243432e-246,4.73142811027246,0.284,0.013,1.43429015541589e-241,"0","HNMT"
4.50798214716665e-245,3.75353457540974,0.333,0.026,1.64996654568447e-240,"0","LINC02432"
5.54227361992176e-245,2.04993426328594,0.766,0.276,2.02852756762756e-240,"0","NT5C2"
1.05044917459959e-243,3.76572001437139,0.347,0.031,3.84474902395195e-239,"0","SLC2A9"
1.16994161847507e-243,3.00218495297502,0.427,0.058,4.28210331778061e-239,"0","TIMP2"
1.47079493769134e-243,2.23673130776189,0.646,0.167,5.38325655144407e-239,"0","ARRB1"
1.10260276397201e-242,1.77141303805815,0.883,0.432,4.03563637641395e-238,"0","MCL1"
4.75933696419639e-241,4.58983985627152,0.278,0.013,1.74196492226552e-236,"0","GASK1B"
2.14987056678632e-240,1.83349492744209,0.859,0.384,7.86874126149461e-236,"0","PTK2B"
2.63894689395914e-240,1.38721199724862,0.861,0.343,9.65880952657985e-236,"0","HLA-DRA"
3.5663272760664e-240,2.97949147526296,0.452,0.071,1.30531144631306e-235,"0","DENND3"
4.60609360475977e-240,2.51614723463541,0.479,0.078,1.68587632027812e-235,"0","CIITA"
4.25552103794501e-238,4.86305459226227,0.288,0.016,1.55756325509825e-233,"0","DOCK4"
6.89518989103464e-238,3.8868255898156,0.334,0.029,2.52370845201759e-233,"0","ITSN1"
1.20984826229674e-237,3.28912738400786,0.397,0.05,4.42816562483229e-233,"0","MAP3K20"
2.65412899545273e-237,1.74335529799743,0.875,0.398,9.71437753625656e-233,"0","MEF2A"
1.70297572314603e-236,2.6126786099531,0.508,0.094,6.23306144428678e-232,"0","MARCKS"
1.91987272792392e-236,1.98091133632729,0.643,0.166,7.02692617147432e-232,"0","IFI30"
6.81525701669556e-236,1.80859887843135,0.858,0.366,2.49445222068074e-231,"0","PTPRJ"
9.47606069425049e-236,2.02611134181163,0.805,0.317,3.46833297470262e-231,"0","RABGEF1"
9.91925365269815e-235,2.22650086059018,0.751,0.272,3.63054602942405e-230,"0","DDX60L"
2.75474194800972e-233,4.98301572548413,0.27,0.012,1.00826310039104e-228,"0","AC084871.1"
1.41342195113506e-232,1.80433876749291,0.842,0.358,5.17326568334943e-228,"0","PRKAG2"
7.79403033262154e-232,2.23618491982814,0.609,0.149,2.85269304204281e-227,"0","THEMIS2"
9.39954332248406e-232,0.995481673781738,0.955,0.622,3.44032685146239e-227,"0","CD74"
2.11228863931916e-231,1.35802379128971,0.96,0.675,7.73118764877205e-227,"0","DOCK2"
4.68703804966383e-230,2.89918183704351,0.387,0.047,1.71550279655746e-225,"0","RNF144B"
6.25757372656217e-230,1.83261817421889,0.813,0.334,2.29033455965902e-225,"0","SNTB1"
2.85029984117965e-229,2.43724178963826,0.573,0.133,1.04323824487016e-224,"0","TNRC18"
3.95723809561405e-229,3.36824800938846,0.363,0.04,1.4483887153757e-224,"0","TBC1D2"
1.39966851828142e-228,2.48261790130401,0.529,0.11,5.12292674376181e-224,"0","OGFRL1"
7.11733600970402e-228,3.71750629615289,0.323,0.028,2.60501615291177e-223,"0","LATS2"
1.0253006352853e-227,2.10523009601031,0.9,0.621,3.75270285520772e-223,"0","S100A9"
4.47187878673587e-227,2.65999427750398,0.483,0.089,1.63675235473319e-222,"0","ZNF438"
5.84508339778024e-227,3.33448177613101,0.413,0.06,2.13935897442155e-222,"0","ABHD5"
1.9131394271112e-226,2.40870779497463,0.648,0.188,7.00228161716971e-222,"0","TEX14"
2.4581937316819e-225,3.08446904451994,0.401,0.055,8.99723487732893e-221,"0","CR1"
7.31686686611559e-225,2.63624061682383,0.453,0.075,2.67804644166697e-220,"0","SCPEP1"
1.06766830591235e-224,1.45825920676825,0.933,0.564,3.90777276646978e-220,"0","ACAP2"
3.21038115949061e-223,2.08477760180414,0.657,0.194,1.17503160818516e-218,"0","APLP2"
2.82213263608927e-222,2.40897505744598,0.577,0.145,1.03292876613503e-217,"0","IFI44L"
3.27381174192512e-222,1.88499025498085,0.764,0.283,1.19824783566201e-217,"0","RNF13"
3.22348378051128e-221,1.76262457135064,0.696,0.197,1.17982729850493e-216,"0","PLEK"
4.6072810600992e-221,2.29766522034542,0.573,0.137,1.68631094080691e-216,"0","ZMIZ1"
6.78450097826108e-221,2.58086485962315,0.497,0.098,2.48319520305334e-216,"0","TMEM164"
6.83599782698958e-221,2.09393866355051,0.643,0.181,2.50204356465646e-216,"0","DPYD-AS1"
9.5496634031468e-221,1.99050353110161,0.733,0.256,3.49527230218576e-216,"0","FAR1"
9.59863848959643e-221,3.12712903920334,0.358,0.04,3.51319767357719e-216,"0","FPR1"
1.6246601490468e-219,3.36273408819217,0.343,0.037,5.94641861152619e-215,"0","CYFIP1"
1.75244395246336e-219,3.89234090707125,0.298,0.023,6.41412011041113e-215,"0","FAM157C"
1.8612746924209e-219,2.14286497033242,0.649,0.186,6.81245150172974e-215,"0","RCOR1"
1.19467206285211e-218,1.26087797136319,0.967,0.717,4.37261921724499e-214,"0","FTH1"
2.0576220649362e-218,2.01593165261567,0.589,0.145,7.53110251987297e-214,"0","PTPN12"
2.09869646758741e-218,2.48662256671844,0.576,0.145,7.68143894101669e-214,"0","RILPL2"
2.16269553413814e-218,3.86901006035933,0.295,0.022,7.91568192449901e-214,"0","CCR1"
2.9764690182512e-218,3.04680294598335,0.366,0.045,1.08941742537012e-213,"0","GAB1"
2.51053339880522e-217,1.98522285556543,0.679,0.206,9.18880329296698e-213,"0","ABR"
6.8678597609046e-217,1.02379445148415,0.989,0.957,2.51370535108869e-212,"0","MTRNR2L12"
1.721766742142e-216,2.65320247209731,0.495,0.101,6.30183845291395e-212,"0","AC253572.2"
4.52410091518723e-216,4.23417182977342,0.268,0.016,1.65586617596768e-211,"0","TSHZ3"
6.55211821165138e-216,4.34156858626561,0.285,0.02,2.39814078664652e-211,"0","NHSL1"
2.58164505711624e-215,4.11790980135913,0.273,0.017,9.44907907355114e-211,"0","CACNA2D3"
5.81633569467979e-215,1.88519502379453,0.739,0.266,2.12883702760975e-210,"0","KDM7A"
5.18471984071786e-214,1.74950982684515,0.598,0.149,1.89765930890114e-209,"0","SERPINA1"
1.41404438918771e-212,3.53123289883052,0.335,0.037,5.17554386886594e-208,"0","INSR"
2.10770050069354e-212,1.28282296132188,0.958,0.678,7.71439460258843e-208,"0","ZFAND3"
2.82386674990059e-212,1.75383476928285,0.798,0.318,1.03356346913112e-207,"0","POU2F2"
5.53874919903011e-212,3.66435120600607,0.309,0.028,2.02723759433701e-207,"0","ADAM9"
